trade_date,risk_free_rate_1y,risk_free_rate_daily
20061008,0.029543,0.00011723412698412699
20061009,0.029549,0.0001172579365079365
20061010,0.029531,0.00011718650793650794
20061011,0.029559000000000002,0.00011729761904761906
20061012,0.02955,0.00011726190476190476
20061013,0.029543,0.00011723412698412699
20061016,0.029546000000000003,0.00011724603174603176
20061017,0.02955,0.00011726190476190476
20061018,0.02956,0.0001173015873015873
20061019,0.029556,0.00011728571428571428
20061020,0.029553,0.00011727380952380952
20061023,0.029552000000000002,0.00011726984126984128
20061024,0.029552000000000002,0.00011726984126984128
20061025,0.029552000000000002,0.00011726984126984128
20061026,0.029552000000000002,0.00011726984126984128
20061027,0.029556,0.00011728571428571428
20061030,0.029554,0.00011727777777777778
20061031,0.029554,0.00011727777777777778
20061101,0.029554,0.00011727777777777778
20061102,0.029554,0.00011727777777777778
20061103,0.029554,0.00011727777777777778
20061106,0.029566,0.00011732539682539682
20061107,0.029577,0.00011736904761904761
20061108,0.029597000000000002,0.00011744841269841271
20061109,0.029622000000000002,0.00011754761904761905
20061110,0.029651999999999998,0.00011766666666666666
20061113,0.029702000000000003,0.00011786507936507938
20061114,0.029772,0.00011814285714285715
20061115,0.029809000000000002,0.00011828968253968255
20061116,0.029831,0.00011837698412698412
20061117,0.029848,0.00011844444444444444
20061120,0.02986,0.0001184920634920635
20061121,0.029912,0.0001186984126984127
20061122,0.029939,0.00011880555555555555
20061123,0.029955,0.00011886904761904761
20061124,0.029967999999999998,0.00011892063492063491
20061127,0.029976,0.00011895238095238095
20061128,0.029984,0.00011898412698412699
20061129,0.029992,0.00011901587301587302
20061130,0.029996000000000002,0.00011903174603174604
20061201,0.029998,0.00011903968253968254
20061204,0.030001000000000003,0.00011905158730158731
20061205,0.030005999999999998,0.00011907142857142856
20061206,0.030008,0.00011907936507936508
20061207,0.030008,0.00011907936507936508
20061208,0.03001,0.00011908730158730158
20061211,0.030011999999999997,0.00011909523809523809
20061212,0.030013,0.00011909920634920635
20061213,0.030013,0.00011909920634920635
20061214,0.030014,0.0001191031746031746
20061215,0.030015,0.00011910714285714286
20061218,0.030015999999999998,0.00011911111111111111
20061219,0.030017000000000002,0.00011911507936507937
20061220,0.030017000000000002,0.00011911507936507937
20061221,0.030018,0.00011911904761904762
20061222,0.030019,0.00011912301587301588
20061225,0.030019,0.00011912301587301588
20061226,0.030019999999999998,0.00011912698412698413
20061227,0.030019999999999998,0.00011912698412698413
20061228,0.030019999999999998,0.00011912698412698413
20061229,0.030019999999999998,0.00011912698412698413
20061230,0.030021,0.00011913095238095237
20061231,0.030021,0.00011913095238095237
20070104,0.030022000000000004,0.00011913492063492065
20070105,0.030023,0.0001191388888888889
20070108,0.030023,0.0001191388888888889
20070109,0.030024000000000002,0.00011914285714285714
20070110,0.030025,0.00011914682539682539
20070111,0.030024000000000002,0.00011914285714285714
20070112,0.030024000000000002,0.00011914285714285714
20070115,0.030024000000000002,0.00011914285714285714
20070116,0.030024000000000002,0.00011914285714285714
20070117,0.030024000000000002,0.00011914285714285714
20070118,0.030024000000000002,0.00011914285714285714
20070119,0.030024000000000002,0.00011914285714285714
20070122,0.030024000000000002,0.00011914285714285714
20070123,0.030024000000000002,0.00011914285714285714
20070124,0.030024000000000002,0.00011914285714285714
20070125,0.030025,0.00011914682539682539
20070126,0.030025,0.00011914682539682539
20070129,0.030025,0.00011914682539682539
20070130,0.030025,0.00011914682539682539
20070131,0.030025,0.00011914682539682539
20070201,0.030025,0.00011914682539682539
20070202,0.030025,0.00011914682539682539
20070205,0.030025,0.00011914682539682539
20070206,0.030025,0.00011914682539682539
20070207,0.030025,0.00011914682539682539
20070208,0.030025,0.00011914682539682539
20070209,0.030025,0.00011914682539682539
20070212,0.030026,0.00011915079365079365
20070213,0.030026,0.00011915079365079365
20070214,0.030026999999999998,0.0001191547619047619
20070215,0.030026999999999998,0.0001191547619047619
20070216,0.030026999999999998,0.0001191547619047619
20070217,0.030026999999999998,0.0001191547619047619
20070225,0.030028000000000003,0.00011915873015873016
20070226,0.030028000000000003,0.00011915873015873016
20070227,0.030028000000000003,0.00011915873015873016
20070228,0.030028000000000003,0.00011915873015873016
20070301,0.030028000000000003,0.00011915873015873016
20070302,0.030028000000000003,0.00011915873015873016
20070305,0.030028000000000003,0.00011915873015873016
20070306,0.030028000000000003,0.00011915873015873016
20070307,0.030028000000000003,0.00011915873015873016
20070308,0.030028000000000003,0.00011915873015873016
20070309,0.030028000000000003,0.00011915873015873016
20070312,0.030028000000000003,0.00011915873015873016
20070313,0.030150999999999997,0.00011964682539682539
20070314,0.030302,0.00012024603174603175
20070315,0.030455,0.0001208531746031746
20070316,0.030533,0.00012116269841269842
20070319,0.03079,0.00012218253968253968
20070320,0.030966999999999998,0.00012288492063492062
20070321,0.031096,0.0001233968253968254
20070322,0.031202,0.0001238174603174603
20070323,0.031304,0.0001242222222222222
20070326,0.031386,0.00012454761904761905
20070327,0.031504,0.000125015873015873
20070328,0.031589,0.0001253531746031746
20070329,0.031665,0.0001256547619047619
20070330,0.031783,0.00012612301587301586
20070402,0.031841,0.0001263531746031746
20070403,0.03188,0.0001265079365079365
20070404,0.0319,0.00012658730158730157
20070405,0.031907,0.00012661507936507935
20070406,0.031943,0.00012675793650793651
20070409,0.031973,0.00012687698412698414
20070410,0.032003,0.00012699603174603174
20070411,0.032032,0.0001271111111111111
20070412,0.032050999999999996,0.00012718650793650793
20070413,0.032054,0.0001271984126984127
20070416,0.032071,0.00012726587301587302
20070417,0.032091,0.0001273452380952381
20070418,0.032097,0.00012736904761904763
20070419,0.032128000000000004,0.0001274920634920635
20070420,0.032163,0.00012763095238095236
20070423,0.032189999999999996,0.00012773809523809523
20070424,0.032213,0.00012782936507936508
20070425,0.032232,0.00012790476190476188
20070426,0.032225000000000004,0.00012787698412698414
20070427,0.032216,0.00012784126984126984
20070428,0.03218,0.0001276984126984127
20070429,0.032157,0.00012760714285714285
20070430,0.032147,0.00012756746031746032
20070508,0.032142,0.00012754761904761904
20070509,0.032137,0.00012752777777777778
20070510,0.032152,0.0001275873015873016
20070511,0.032172,0.00012766666666666666
20070514,0.032186,0.0001277222222222222
20070515,0.032193,0.00012775
20070516,0.03223,0.00012789682539682542
20070517,0.03222,0.00012785714285714286
20070518,0.032215,0.0001278373015873016
20070521,0.032614000000000004,0.00012942063492063494
20070522,0.033003,0.00013096428571428571
20070523,0.033322,0.0001322301587301587
20070524,0.033608,0.00013336507936507935
20070525,0.033722,0.00013381746031746033
20070528,0.033847999999999996,0.0001343174603174603
20070529,0.033914,0.00013457936507936508
20070530,0.033954,0.00013473809523809524
20070531,0.033985,0.00013486111111111112
20070601,0.033993,0.00013489285714285716
20070604,0.033999,0.00013491666666666668
20070605,0.034028,0.00013503174603174604
20070606,0.034043000000000004,0.00013509126984126985
20070607,0.034073,0.00013521031746031745
20070608,0.034088,0.00013526984126984126
20070611,0.034098,0.00013530952380952382
20070612,0.034112,0.00013536507936507937
20070613,0.034139,0.00013547222222222224
20070614,0.034167,0.00013558333333333334
20070615,0.034201999999999996,0.00013572222222222222
20070618,0.034201999999999996,0.00013572222222222222
20070619,0.034203000000000004,0.0001357261904761905
20070620,0.034214,0.00013576984126984127
20070621,0.034246,0.0001358968253968254
20070622,0.034286,0.00013605555555555555
20070625,0.034307,0.00013613888888888888
20070626,0.03434,0.00013626984126984128
20070627,0.034359,0.0001363452380952381
20070628,0.034404,0.00013652380952380953
20070629,0.034447,0.00013669444444444444
20070702,0.034477,0.00013681349206349206
20070703,0.034516,0.00013696825396825396
20070704,0.034554999999999995,0.00013712301587301585
20070705,0.034595,0.00013728174603174604
20070706,0.034627,0.00013740873015873016
20070709,0.034662,0.00013754761904761904
20070710,0.034691,0.0001376626984126984
20070711,0.034725,0.00013779761904761904
20070712,0.034756999999999996,0.00013792460317460316
20070713,0.034769999999999995,0.00013797619047619045
20070716,0.034811,0.0001381388888888889
20070717,0.03483,0.0001382142857142857
20070718,0.034852,0.00013830158730158732
20070719,0.03486,0.00013833333333333335
20070720,0.034866,0.00013835714285714287
20070723,0.035429,0.00014059126984126985
20070724,0.035659,0.00014150396825396826
20070725,0.035786,0.0001420079365079365
20070726,0.035861000000000004,0.00014230555555555557
20070727,0.03588,0.0001423809523809524
20070730,0.035907,0.00014248809523809524
20070731,0.035931000000000005,0.00014258333333333335
20070801,0.03597,0.00014273809523809524
20070802,0.035992,0.00014282539682539683
20070803,0.036011,0.00014290079365079366
20070806,0.036013,0.00014290873015873018
20070807,0.036009,0.00014289285714285714
20070808,0.036038,0.0001430079365079365
20070809,0.036025999999999996,0.00014296031746031745
20070810,0.036016,0.00014292063492063491
20070813,0.036023,0.0001429484126984127
20070814,0.036032,0.000142984126984127
20070815,0.036045,0.00014303571428571428
20070816,0.036052,0.00014306349206349205
20070817,0.036057,0.00014308333333333333
20070820,0.036069,0.00014313095238095236
20070821,0.036061,0.00014309920634920635
20070822,0.036741,0.00014579761904761905
20070823,0.036955,0.0001466468253968254
20070824,0.037078,0.00014713492063492064
20070827,0.037188,0.00014757142857142858
20070828,0.037278,0.00014792857142857142
20070829,0.037371,0.00014829761904761905
20070830,0.037469999999999996,0.00014869047619047617
20070831,0.037536,0.00014895238095238096
20070903,0.037574,0.00014910317460317462
20070904,0.037603,0.00014921825396825396
20070905,0.037656999999999996,0.00014943253968253967
20070906,0.037704,0.00014961904761904763
20070907,0.037808,0.00015003174603174602
20070910,0.037883,0.00015032936507936508
20070911,0.037919,0.00015047222222222222
20070912,0.037969,0.00015067063492063494
20070913,0.038019,0.0001508690476190476
20070914,0.038130000000000004,0.00015130952380952383
20070917,0.03889,0.00015432539682539684
20070918,0.039285,0.00015589285714285716
20070919,0.039549,0.00015694047619047618
20070920,0.03975,0.00015773809523809523
20070921,0.039909,0.00015836904761904762
20070924,0.040109000000000006,0.00015916269841269843
20070925,0.040255,0.00015974206349206348
20070926,0.04035999999999999,0.00016015873015873014
20070927,0.040465,0.00016057539682539683
20070928,0.040519,0.00016078968253968254
20070929,0.040552000000000005,0.00016092063492063495
20070930,0.040554,0.00016092857142857144
20071008,0.040581,0.00016103571428571428
20071009,0.040693,0.00016148015873015874
20071010,0.040974000000000003,0.0001625952380952381
20071011,0.041041999999999995,0.00016286507936507933
20071012,0.041174999999999996,0.00016339285714285712
20071015,0.041284,0.00016382539682539683
20071016,0.041348,0.0001640793650793651
20071017,0.041421,0.0001643690476190476
20071018,0.041486,0.00016462698412698413
20071019,0.041545,0.0001648611111111111
20071022,0.041614000000000005,0.00016513492063492064
20071023,0.041718000000000005,0.00016554761904761907
20071024,0.041729,0.00016559126984126986
20071025,0.041798,0.00016586507936507938
20071026,0.041833,0.00016600396825396826
20071029,0.041857,0.00016609920634920634
20071030,0.041956,0.00016649206349206349
20071031,0.042047999999999995,0.00016685714285714283
20071101,0.042187,0.00016740873015873016
20071102,0.042271,0.00016774206349206352
20071105,0.042294,0.00016783333333333334
20071106,0.042362000000000004,0.00016810317460317462
20071107,0.042602,0.00016905555555555557
20071108,0.042763,0.00016969444444444446
20071109,0.043023,0.00017072619047619046
20071112,0.043129999999999995,0.00017115079365079362
20071113,0.043231,0.00017155158730158728
20071114,0.043358999999999995,0.0001720595238095238
20071115,0.043507,0.0001726468253968254
20071116,0.043642,0.00017318253968253967
20071119,0.043703000000000006,0.00017342460317460319
20071120,0.043838,0.00017396031746031747
20071121,0.043975,0.00017450396825396825
20071122,0.044067999999999996,0.00017487301587301585
20071123,0.044177999999999995,0.0001753095238095238
20071126,0.044214,0.00017545238095238096
20071127,0.044246999999999995,0.0001755833333333333
20071128,0.044332,0.00017592063492063493
20071129,0.044421,0.00017627380952380954
20071130,0.044504999999999996,0.00017660714285714285
20071203,0.044522000000000006,0.0001766746031746032
20071204,0.044654,0.00017719841269841268
20071205,0.044635999999999995,0.0001771269841269841
20071206,0.044654,0.00017719841269841268
20071207,0.044696999999999994,0.0001773690476190476
20071210,0.044733,0.00017751190476190476
20071211,0.044772,0.00017766666666666666
20071212,0.044804000000000004,0.0001777936507936508
20071213,0.044851,0.00017798015873015874
20071214,0.04488400000000001,0.00017811111111111115
20071217,0.044927,0.00017828174603174603
20071218,0.044965000000000005,0.0001784325396825397
20071219,0.045019,0.0001786468253968254
20071220,0.045087,0.0001789166666666667
20071221,0.045321,0.0001798452380952381
20071224,0.04550099999999999,0.00018055952380952378
20071225,0.045582000000000004,0.0001808809523809524
20071226,0.045629,0.00018106746031746032
20071227,0.045697,0.0001813373015873016
20071228,0.045751,0.0001815515873015873
20071229,0.045825,0.00018184523809523808
20080102,0.045853000000000005,0.00018195634920634924
20080103,0.045884,0.00018207936507936507
20080104,0.045904999999999994,0.0001821626984126984
20080107,0.04593,0.00018226190476190477
20080108,0.045989,0.00018249603174603176
20080109,0.046056999999999994,0.000182765873015873
20080110,0.04611,0.00018297619047619046
20080111,0.046166,0.0001831984126984127
20080114,0.046208,0.00018336507936507937
20080115,0.046252,0.00018353968253968255
20080116,0.046287,0.00018367857142857142
20080117,0.046322,0.00018381746031746033
20080118,0.046349999999999995,0.0001839285714285714
20080121,0.046369999999999995,0.0001840079365079365
20080122,0.046414,0.00018418253968253967
20080123,0.046460999999999995,0.0001843690476190476
20080124,0.046491,0.00018448809523809523
20080125,0.046508,0.00018455555555555556
20080128,0.046517,0.00018459126984126986
20080129,0.046546000000000004,0.00018470634920634922
20080130,0.046569,0.00018479761904761905
20080131,0.0466,0.00018492063492063493
20080201,0.046615000000000004,0.00018498015873015874
20080202,0.046620999999999996,0.00018500396825396823
20080203,0.046629,0.00018503571428571427
20080204,0.046646,0.0001851031746031746
20080205,0.046639,0.00018507539682539683
20080213,0.046656,0.00018514285714285716
20080214,0.046664000000000004,0.0001851746031746032
20080215,0.046684,0.00018525396825396826
20080218,0.046684,0.00018525396825396826
20080219,0.046704999999999997,0.00018533730158730156
20080220,0.046780999999999996,0.0001856388888888889
20080221,0.046802,0.00018572222222222224
20080222,0.046841,0.00018587698412698414
20080225,0.046874,0.00018600793650793652
20080226,0.04689600000000001,0.00018609523809523813
20080227,0.046914,0.00018616666666666665
20080228,0.046937,0.0001862579365079365
20080229,0.046952999999999995,0.00018632142857142854
20080303,0.046959999999999995,0.00018634920634920632
20080304,0.046966,0.0001863730158730159
20080305,0.046977000000000005,0.00018641666666666668
20080306,0.046989,0.00018646428571428574
20080307,0.046998,0.00018649999999999998
20080310,0.04701399999999999,0.00018656349206349203
20080311,0.047035,0.0001866468253968254
20080312,0.047054,0.0001867222222222222
20080313,0.047066,0.00018676984126984127
20080314,0.047079,0.00018682142857142858
20080317,0.047085999999999996,0.00018684920634920633
20080318,0.047087000000000004,0.00018685317460317462
20080319,0.047085999999999996,0.00018684920634920633
20080320,0.047057,0.000186734126984127
20080321,0.047065,0.00018676587301587303
20080324,0.047050999999999996,0.00018671031746031745
20080325,0.047041000000000006,0.00018667063492063495
20080326,0.047006,0.00018653174603174602
20080327,0.046998,0.00018649999999999998
20080328,0.047001999999999995,0.000186515873015873
20080331,0.04701399999999999,0.00018656349206349203
20080401,0.047034,0.00018664285714285715
20080402,0.047038,0.00018665873015873016
20080403,0.047032,0.00018663492063492062
20080407,0.047033,0.00018663888888888888
20080408,0.04704,0.00018666666666666666
20080409,0.047046000000000004,0.0001866904761904762
20080410,0.047050999999999996,0.00018671031746031745
20080411,0.047042,0.00018667460317460318
20080414,0.047022,0.0001865952380952381
20080415,0.047031,0.0001866309523809524
20080416,0.047034,0.00018664285714285715
20080417,0.047028999999999994,0.00018662301587301584
20080418,0.047033,0.00018663888888888888
20080421,0.047028,0.00018661904761904763
20080422,0.047025,0.00018660714285714285
20080423,0.047023999999999996,0.00018660317460317459
